,STATE_NAME,DISTRICT_NAME,BLOCK_NAME,HABITATION_NAME,HAB_CODE,MASTER_FACILITY_DESC,ADDRESS,FILE_UPLOAD_DATE,MASTER_FACILITY_CATEGORY_NAME,SUB_CATEGORY,LATITUDE,LONGITUDE
486,Pondicherry,Karaikal,karaikal,Annavasal,1389037,Pvt Higher  secondary  school,Nedungadu,17-Aug-21,Education ,High School - General,10.97422678,79.76486943
487,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,Govt Higher Secondary school,Ambagarathur,18-Aug-21,Education ,Higher Secondary School,10.9567694,79.7285978
488,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,High school (Private),KRM School  Ambagarathur,18-Aug-21,Education ,High School - Girls,10.95909849,79.73179244
489,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,Govt  primary school,Ambagarathur,18-Aug-21,Education ,High School - General,10.95712005,79.72727851
490,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,Primary  Health centre,vella theru  Ambagarathur,18-Aug-21,Medical ,Primary Health Centre,10.9587315,79.72829171
491,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,kirama  panchayat,Ambagarathur,18-Aug-21,Transport/Admin,Panchayat Headquarter,10.95648269,79.72735141
492,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,Petrol  bunk,Ambagarathur,18-Aug-21,Transport/Admin,Fuel Station,10.95430049,79.73277472
493,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,IOB Bank,Ambagarathur,18-Aug-21,Transport/Admin,Bank,10.95642152,79.72942918
494,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,Crescent  Higher  secondary school  (private),Ambagarathur,18-Aug-21,Education ,Higher Secondary School,10.95579078,79.72915414
495,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,Puduvai Bharathiar Grama  Bank,Ambagarathur,18-Aug-21,Transport/Admin,Bank,10.95718963,79.7263664
496,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,Govt Vetinary  Hospital,Main Road  Ambagarathur,18-Aug-21,Medical ,Veterinary Hospital,10.95517695,79.73249853
497,Pondicherry,Karaikal,karaikal,Ambagarathur,1389039,Laxmi vilas  Bank,Ambagarathur,18-Aug-21,Transport/Admin,Bank,10.95682495,79.72781999
498,Pondicherry,Puducherry,Ariankuppam,Kanniakoil,1388279,Indian oil fuel station,kanniakoil,23-Sep-21,Transport/Admin,Fuel Station,11.79482833,79.77078833
499,Pondicherry,Puducherry,Ariankuppam,Kanniakoil,1388279,State Bank of India,kanniakoil,23-Sep-21,Transport/Admin,Bank,11.79631167,79.77226167
500,Pondicherry,Puducherry,Ariankuppam,Molapkkam,1388293,milk collection centre,molapakkam,27-Aug-21,Agro ,Collection Centre or Pack House,11.88126667,79.61823333
501,Pondicherry,Puducherry,Ariankuppam,Molapkkam,1388293,Govt middle school,molapakkam,27-Aug-21,Education ,High School - General,11.88127833,79.61794333
502,Pondicherry,Puducherry,Ariankuppam,Eripakkam Nathamedu,1388294,Health and wellness centre,Nathamedu,27-Aug-21,Medical ,Primary Health Centre,11.87814,79.64003667
503,Pondicherry,Puducherry,Villianur,Kunitchempet,1388329,Government Higher secondary school,kunichempet,10-Aug-21,Education ,High School - General,12.00441361,79.62971049
504,Pondicherry,Puducherry,Villianur,Kunitchempet,1388329,veternary hospital,kunichempet,10-Aug-21,Medical ,Veterinary Hospital,11.99736053,79.63023655
505,Pondicherry,Puducherry,Villianur,Kunitchempet,1388329,Indian oil bunk,Thiruvannamalai road,10-Aug-21,Transport/Admin,Fuel Station,11.99759726,79.62817715
506,Pondicherry,Puducherry,Villianur,Kunitchempet,1388329,Marketing committee,Thiruvannamalai road,10-Aug-21,Agro ,Mandi (Notified),11.9975503,79.62828271
507,Pondicherry,Puducherry,Villianur,Suthukeny,1388343,Government high school,suthukeny,10-Aug-21,Education ,High School - General,12.01741527,79.67648338
508,Pondicherry,Puducherry,Villianur,Sandaipudukuppam,1388344,Government High school,sandai pudukuppam,10-Aug-21,Education ,High School - General,12.02178579,79.68712971
509,Pondicherry,Puducherry,Villianur,Sandaipudukuppam,1388344,veternary hospital,murugan koil street,10-Aug-21,Medical ,Veterinary Hospital,12.02012933,79.68604165
510,Pondicherry,Puducherry,Villianur,Sandaipudukuppam,1388344,bus stop,sandaipudukuppam,10-Aug-21,Transport/Admin,Bus Stand,12.0203638,79.68632999
511,Pondicherry,Puducherry,Villianur,Vinayagampet,1388361,Essar bunk,vinayagampet,11-Aug-21,Transport/Admin,Fuel Station,11.9567106,79.67582072
512,Pondicherry,Puducherry,Villianur,Vinayagampet,1388361,Bus stop,vinayagampet,11-Aug-21,Transport/Admin,Bus Stand,11.95565837,79.68056328
513,Pondicherry,Puducherry,Villianur,Mel Sathamangalam,1388379,Collection centre,Murugan koil Street,26-Nov-22,Agro ,Collection Centre or Pack House,11.88630167,79.71676797
514,Pondicherry,Puducherry,Villianur,G.N.Palayam,1388394,RAAK NURSING & PARAMEDICAL COLLEGE,"Muthupillaipalayam road, G.N.Palayam",26-Nov-22,Education ,Degree College,11.92327405,79.76734246
515,Pondicherry,Karaikal,karaikal,Kottucherry North E1,1388729,"Annai  Abirami  National  High school  , Kottucherry     (pvt)",kottucherry East,17-Aug-21,Education ,High School - General,10.96686881,79.82666821
516,Pondicherry,Karaikal,karaikal,Kottucherry North E1,1388729,Grama panchayat  office,Kottucherry  East,17-Aug-21,Transport/Admin,Panchayat Headquarter,10.964447,79.8313469
517,Pondicherry,Karaikal,karaikal,Kottucherry North E1,1388729,Primary  Health  center,kottucherry,17-Aug-21,Medical ,Primary Health Centre,10.95909968,79.82524591
518,Pondicherry,Karaikal,karaikal,Kottucherry North E1,1388729,Revenue  Department,kottucherry,17-Aug-21,Transport/Admin,Panchayat Headquarter,10.95914364,79.82867587
519,Pondicherry,Karaikal,karaikal,Kottucherry North E1,1388729,Commune  panchayat office  kottucherry,kottucherry,17-Aug-21,Transport/Admin,Panchayat Headquarter,10.9584285,79.82692808
520,Pondicherry,Karaikal,karaikal,Nedungadu,1389025,IOB  Bank,Nedungadu,26-Aug-21,Transport/Admin,Bank,10.96955667,79.77153369
521,Pondicherry,Karaikal,karaikal,Nedungadu,1389025,Ladies  Hostel  Social  welfare  Department,Nedungau,26-Aug-21,Transport/Admin,Block Headquarter,10.95488965,79.82571624
522,Pondicherry,Karaikal,karaikal,Nedungadu,1389025,Bus stop,Nedungadu,17-Aug-21,Transport/Admin,Bus Stand,10.97417299,79.769281
523,Pondicherry,Karaikal,karaikal,Nedungadu,1389025,Co operative  Farmer  society,Nedungadu,26-Aug-21,Transport/Admin,Block Headquarter,10.97140706,79.77099675
524,Pondicherry,Karaikal,karaikal,Nedungadu,1389025,Govt primary school,Nedungadu,26-Aug-21,Education ,High School - General,10.96772969,79.77273703
525,Pondicherry,Karaikal,karaikal,Nedungadu,1389025,ESI Hospital,Nedungadu,26-Aug-21,Medical ,Primary Health Centre,10.97268105,79.77072001
526,Pondicherry,Karaikal,karaikal,Manalmedu,1389027,Bus stop,opp  to SR spinning  Mill,26-Aug-21,Transport/Admin,Bus Stand,10.96308169,79.77356669
527,Pondicherry,Karaikal,karaikal,Sethur,1389100,Bus Stop,Sethur,17-Aug-21,Transport/Admin,Bus Stand,10.93944805,79.74330256
528,Pondicherry,Karaikal,karaikal,Sethur,1389100,sethur,Push thru sethur,17-Aug-21,Education ,High School - General,10.93606073,79.7369785
529,Pondicherry,Karaikal,karaikal,Sethur,1389100,Health  sub center,Sethur,17-Aug-21,Medical ,Primary Health Centre,10.93819676,79.74491895
530,Pondicherry,Karaikal,karaikal,Sethur,1389100,Rural  Development  center,Sethur,17-Aug-21,Transport/Admin,Block Headquarter,10.93947062,79.74330699
